80537,9.51758,2.39533,0.401124,0,0
80538,8.70295,2.31959,0.279283,0,0
80539,7.89281,2.23702,0.151326,0,0
80540,7.06003,2.15059,0.0608376,0,0
80541,6.29739,2.06895,-0.0695968,0,0
80542,5.5904,1.98308,-0.212924,0,0
80543,4.86893,1.88819,-0.329198,0,0
80544,4.14746,1.79329,-0.445472,0,0
80545,3.43095,1.6956,-0.563384,0,0
80546,2.73013,1.59229,-0.684666,0,0
80547,2.0537,1.48335,-0.809463,0,0
80548,1.39236,1.37158,-0.936064,0,0
80549,0.731018,1.25981,-1.06267,0,0
80550,0.0561829,1.14076,-1.17424,0,0
80551,-0.561255,1.02702,-1.29542,0,0
80552,-1.06238,0.910155,-1.42546,0,0
80553,-1.78782,0.783024,-1.53954,0,0
80554,-2.3649,0.645917,-1.65811,0,0
80555,-2.94701,0.5254,-1.79596,0,0
80556,-3.6097,0.397106,-1.8987,0,0
80557,-4.19932,0.264024,-2.00693,0,0
80558,-4.78121,0.128454,-2.11344,0,0
80559,-5.33926,0.0714591,-2.21534,0,0
80560,-5.85826,0.19501,-2.31014,0,0
80561,-6.35941,0.315353,-2.40321,0,0
80562,-6.8251,0.429408,-2.49277,0,0
80563,-7.25563,0.537373,-2.57874,0,0
80564,-7.65133,0.639443,-2.66104,0,0
80565,-8.01252,0.735816,-2.73959,0,0
80566,-8.3395,0.826687,-2.81431,0,0
80567,-8.6326,0.912254,-2.88511,0,0
80568,-8.89214,0.992712,-2.95192,0,0
80569,-9.11843,1.06826,-3.01466,0,0
80570,-9.31178,1.13909,-3.07325,0,0
80571,-9.47252,1.2054,-3.1276,0,0
80572,-9.60096,1.26739,-3.17763,0,0
80573,-9.69742,1.32525,-3.22327,0,0
80574,-9.76222,1.37918,-3.26444,0,0
80575,-9.79567,1.42937,-3.30104,0,0
80576,-9.79809,1.47603,-3.33302,0,0
80577,-9.7698,1.51935,-3.36027,0,0
80578,-9.71111,1.55953,-3.38273,0,0
80579,-9.62234,1.59675,-3.40031,0,0
80580,-9.50381,1.63123,-3.41293,0,0
80581,-9.35584,1.66314,-3.42051,0,0
80582,-9.17874,1.6927,-3.42297,0,0
80583,-8.97283,1.7201,-3.42024,0,0
80584,-8.73842,1.74553,-3.41222,0,0
80585,-8.47584,1.76919,-3.39884,0,0
80586,-8.18539,1.79128,-3.38002,0,0
80587,-7.86741,1.81199,-3.35568,0,0
80588,-7.52219,1.83152,-3.32574,0,0
80589,-7.15007,1.85007,-3.29011,0,0
80590,-6.75136,1.86783,-3.24872,0,0
80591,-6.32638,1.88499,-3.20149,0,0
80592,-5.87543,1.90176,-3.14833,0,0
80593,-5.41161,1.9184,-3.09219,0,0
80594,-4.95196,1.94017,-3.04479,0,0
80595,-4.49445,1.95513,-2.99464,0,0
80596,-4.04299,1.96021,-2.94226,0,0
80597,-3.60024,1.96105,-2.89254,0,0
80598,-3.16273,1.96165,-2.84579,0,0
80599,-2.7166,1.95934,-2.80243,0,0
80600,-2.2731,1.95518,-2.75921,0,0
80601,-1.83477,1.94731,-2.7163,0,0
80602,-1.4015,1.93576,-2.67369,0,0
80603,-0.973167,1.92056,-2.63142,0,0
80604,-0.549665,1.90173,-2.58949,0,0
80605,-0.130879,1.8793,-2.54792,0,0
80606,0.283304,1.85329,-2.50672,0,0
